doc_id,travel_sponsor,sponsors_cleaned,sponsor
500013429,Center Forward,Center Forward,Center Forward
500013430,Center Forward,Center Forward,Center Forward
500013432,The Depository Trust & Clearing Corporation and McGraw Hill Financial,Depository Trust And Clearing Corporation;McGraw Hill Financial,Depository Trust and Clearing Corporation
500013432,The Depository Trust & Clearing Corporation and McGraw Hill Financial,Depository Trust And Clearing Corporation;McGraw Hill Financial,McGraw Hill Financial
500013433,Everglades Foundation,Everglades Foundation,Everglades Foundation
500013434,Center Forward,Center Forward,Center Forward
500013435,Center Forward,Center Forward,Center Forward
500013436,Center Forward,Center Forward,Center Forward
500013440,Everglades Foundation,Everglades Foundation,Everglades Foundation
500013441,Center Forward,Center Forward,Center Forward
500013442,Center Forward,Center Forward,Center Forward
500013443,Center Forward,Center Forward,Center Forward
500013444,Center Forward,Center Forward,Center Forward
500013445,Center Forward,Center Forward,Center Forward
500013446,Center Forward,Center Forward,Center Forward
500013447,The Depository Trust & Clearing Corporation (DTCC) and McGraw Hill Financial,Depository Trust And Clearing Corporation;McGraw Hill Financial,Depository Trust and Clearing Corporation
500013447,The Depository Trust & Clearing Corporation (DTCC) and McGraw Hill Financial,Depository Trust And Clearing Corporation;McGraw Hill Financial,McGraw Hill Financial
500013448,The Depository Trust & Clearing Corporation (DTCC) and McGraw Hill Financial,Depository Trust And Clearing Corporation;McGraw Hill Financial,Depository Trust and Clearing Corporation
500013448,The Depository Trust & Clearing Corporation (DTCC) and McGraw Hill Financial,Depository Trust And Clearing Corporation;McGraw Hill Financial,McGraw Hill Financial
500013449,The Depository Trust & Clearing Corporation (DTCC) and McGraw Hill Financial,Depository Trust And Clearing Corporation;McGraw Hill Financial,Depository Trust and Clearing Corporation
500013449,The Depository Trust & Clearing Corporation (DTCC) and McGraw Hill Financial,Depository Trust And Clearing Corporation;McGraw Hill Financial,McGraw Hill Financial
500013450,The Depository Trust & Clearing Corporation (DTCC) and McGraw Hill Financial,Depository Trust And Clearing Corporation;McGraw Hill Financial,Depository Trust and Clearing Corporation
500013450,The Depository Trust & Clearing Corporation (DTCC) and McGraw Hill Financial,Depository Trust And Clearing Corporation;McGraw Hill Financial,McGraw Hill Financial
500013451,Center Forward,Center Forward,Center Forward
500013452,Center Forward,Center Forward,Center Forward
500013453,Center Forward,Center Forward,Center Forward
500013454,German Marshall Fund of the United States,German Marshall Fund Of The United States,German Marshall Fund of the United States
500013455,Progressive Congress,Congressional Progressive Caucus,Congressional Progressive Caucus
500013456,The Alliance for Health Reform and the Commonwealth Fund,Alliance For Health Policy;The Commonwealth Fund,Alliance for Health Policy
500013456,The Alliance for Health Reform and the Commonwealth Fund,Alliance For Health Policy;The Commonwealth Fund,Commonwealth Fund
500013457,Center Forward,Center Forward,Center Forward
500013459,ACT The App Association,ACT | App Association,ACT | App Association
500013460,ACT The App Association,ACT | App Association,ACT | App Association
500013461,ACT The App Association,ACT | App Association,ACT | App Association
500013462,International Republican Institute,International Republican Institute,International Republican Institute
500013463,Aspen Institute Congressional Program,Aspen Institute,The Aspen Institute
500013464,Aspen Institute Congressional Program,Aspen Institute,The Aspen Institute
500013465,Aspen Institute Congressional Program,Aspen Institute,The Aspen Institute
500013466,ACT The App Association,ACT | App Association,ACT | App Association
500013467,ACT The App Association,ACT | App Association,ACT | App Association
500013468,Congressional Black Caucus Institute,Congressional Black Caucus Foundation,Congressional Black Caucus Foundation
500013469,Aspen Institute Congressional Program,Aspen Institute,The Aspen Institute
500013470,Aspen Institute Congressional Program,Aspen Institute,The Aspen Institute
500013471,Aspen Institute Congressional Program,Aspen Institute,The Aspen Institute
500013472,Aspen Institute Congressional Program,Aspen Institute,The Aspen Institute
500013473,Aspen Institute Congressional Program,Aspen Institute,The Aspen Institute
500013474,The Heritage Foundation,Heritage Foundation,Heritage Foundation
500013475,Aspen Institute Congressional Program (AICP),Aspen Institute,The Aspen Institute
500013476,Aspen Institute Congressional Program,Aspen Institute,The Aspen Institute
500013477,Catholic Relief Services; Bill and Melinda Gates Foundation,Catholic Relief Services;Bill and Melinda Gates Foundation,Catholic Relief Services
500013477,Catholic Relief Services; Bill and Melinda Gates Foundation,Catholic Relief Services;Bill and Melinda Gates Foundation,Bill and Melinda Gates Foundation
500013478,Catholic Relief Services,Catholic Relief Services,Catholic Relief Services
500013479,Aspen Institute Congressional Program,Aspen Institute,The Aspen Institute
500013480,"Center for Transatlantic Relations, John Hopkins University SAIS","Center For Transatlantic Relations, Johns Hopkins University Sais","Center for Transatlantic Relations, Johns Hopkins University SAIS"
500013481,"Center for Transatlantic Relations, Johns Hopkins University SAIS","Center For Transatlantic Relations, Johns Hopkins University Sais","Center for Transatlantic Relations, Johns Hopkins University SAIS"
500013482,Aspen Institute Congressional Program,Aspen Institute,The Aspen Institute
500013483,Aspen Institute Congressional Program,Aspen Institute,The Aspen Institute
500013484,Aspen Institute Congressional Program,Aspen Institute,The Aspen Institute
500013485,Aspen Institute Congressional Program,Aspen Institute,The Aspen Institute
500013486,ACT The App Association,ACT | App Association,ACT | App Association
500013487,Aspen Institute Congressional Program,Aspen Institute,The Aspen Institute
500013488,Center Forward,Center Forward,Center Forward
500013490,The Heritage Foundation,Heritage Foundation,Heritage Foundation
500013491,German Marshall Fund of the United States and Robert Bosch Stiftung,German Marshall Fund Of The United States;Robert Bosch Stiftung,German Marshall Fund of the United States
500013491,German Marshall Fund of the United States and Robert Bosch Stiftung,German Marshall Fund Of The United States;Robert Bosch Stiftung,Robert Bosch Stiftung
500013492,German Marshall Fund of the United States and Robert Bosch Stiftung,German Marshall Fund Of The United States;Robert Bosch Stiftung,German Marshall Fund of the United States
500013492,German Marshall Fund of the United States and Robert Bosch Stiftung,German Marshall Fund Of The United States;Robert Bosch Stiftung,Robert Bosch Stiftung
500013493,"Catholic Relief Services, The Bill and Melinda Gates Foundation",Catholic Relief Services;Bill and Melinda Gates Foundation,Catholic Relief Services
500013493,"Catholic Relief Services, The Bill and Melinda Gates Foundation",Catholic Relief Services;Bill and Melinda Gates Foundation,Bill and Melinda Gates Foundation
500013494,Progressive Policy Institute,Progressive Policy Institute,Progressive Policy Institute
500013495,The Progressive Policy Institute,Progressive Policy Institute,Progressive Policy Institute
500013496,German Marshall Fund of the United States and Robert Bosch Stiftung,German Marshall Fund Of The United States;Robert Bosch Stiftung,German Marshall Fund of the United States
500013496,German Marshall Fund of the United States and Robert Bosch Stiftung,German Marshall Fund Of The United States;Robert Bosch Stiftung,Robert Bosch Stiftung
500013497,German Marshall Fund of the United States and Robert Bosch Stiftung,German Marshall Fund Of The United States;Robert Bosch Stiftung,German Marshall Fund of the United States
500013497,German Marshall Fund of the United States and Robert Bosch Stiftung,German Marshall Fund Of The United States;Robert Bosch Stiftung,Robert Bosch Stiftung
500013498,The Progressive Policy Institute,Progressive Policy Institute,Progressive Policy Institute
500013499,The Heritage Foundation,Heritage Foundation,Heritage Foundation
